name,position,era,speed,dribbling,shooting,defense,physical,iq,team
Karim Benzema,GK,2006,74,31,37,98,78,81,Bayern Munich
Gennaro Gattuso,CB,2018,88,67,48,86,77,83,Paris SG
Virgil van Dijk,CAM,2018,87,91,78,71,92,85,Chelsea
Eusébio da Silva Ferreira,LB,2006,81,71,58,98,91,80,Napoli
Luis García,LW,2010,91,85,89,29,90,80,Barcelona
Thiago Silva,ST,2022,84,76,87,30,85,80,Chelsea
Leandro Paredes,CM,2004,90,72,74,64,84,86,Inter Milan
Renan Lodi,LB,2010,85,65,53,93,95,88,Barcelona
Ricky Álvarez,CM,2022,85,80,85,68,86,85,Arsenal
Sergio Ramos,CDM,2006,89,79,65,74,95,95,Bayern Munich
Blaise Matuidi,CB,2018,75,78,49,96,92,95,AC Milan
Salvador Cabañas,GK,2006,74,46,23,98,95,92,Paris SG
Dayot Upamecano,CAM,2010,91,72,68,61,75,96,Barcelona
Emanuel Mammana,CAM,2018,83,79,75,62,86,89,Real Madrid
Ángel Di María,LB,2006,82,65,63,92,95,93,AC Milan
Diego Lugano,CDM,2022,94,77,83,81,94,82,Real Madrid
Giancarlo Antognoni,CM,2010,93,76,88,77,97,81,Manchester United
Filippo Inzaghi,GK,2014,72,40,29,98,89,87,Juventus
Leon Goretzka,CAM,2010,87,92,79,83,91,91,Napoli
Sergei Ignashevich,CAM,2014,90,82,68,75,84,78,Real Madrid
Luke Shaw,LW,2010,82,78,89,57,93,84,AC Milan
Ronnie Whelan,LW,2018,85,86,98,41,90,83,Inter Milan
Seydou Doumbia,CM,2022,80,85,71,76,80,85,Bayern Munich
Igor Akinfeev,CAM,2014,86,84,70,75,78,94,Paris SG
Cafu,CAM,2010,87,74,84,67,95,95,Liverpool
Gianluca Mancini,CDM,2004,84,87,81,60,98,81,Juventus
Yangel Herrera,ST,2022,95,80,92,52,87,88,Arsenal
Wim Kieft,LW,2004,83,83,96,44,95,97,Arsenal
Sergio Escudero,ST,2004,92,87,82,38,77,80,Barcelona
Ray Clemence,RB,2006,82,69,50,88,80,82,Bayern Munich
Javi Martínez,LW,2018,94,90,91,57,88,79,Barcelona
David Silva,LB,2018,90,78,70,93,93,98,AC Milan
Sulley Muntari,CDM,2006,90,83,88,69,97,89,AC Milan
Ciro Immobile,LW,2022,89,92,96,49,89,94,Arsenal
Zinedine Zidane,GK,2014,82,52,32,94,98,89,AC Milan
Toby Alderweireld,CM,2010,91,82,77,67,93,92,Arsenal
Jesús Navas,LB,2006,83,71,62,89,81,95,Inter Milan
Brad Friedel,CDM,2010,93,72,85,71,95,86,Real Madrid
Nacho Fernández,CAM,2010,94,72,86,61,79,98,Liverpool
Marcus Tutte,CAM,2018,83,84,67,60,83,94,Paris SG
Benni McCarthy,GK,2014,75,41,39,98,91,93,Bayern Munich
Vitolo,ST,2004,84,82,94,32,97,78,Napoli
Roger Milla,CAM,2004,83,72,69,82,82,83,Juventus
David Alaba,ST,2022,86,87,82,56,95,90,Real Madrid
Mark van Bommel,LW,2004,92,79,97,25,84,96,Barcelona
Cesar Azpilicueta,CM,2018,86,70,78,67,91,78,Liverpool
Didier Drogba,LW,2022,86,80,93,59,92,82,Napoli
