name,position,era,speed,dribbling,shooting,defense,physical,iq,team
Nicolás Otamendi #2,LB,2014,88,62,51,98,86,88,Juventus
Felix Götze #2,CDM,2022,80,72,78,62,75,83,Manchester United
Leroy Sané #2,CAM,2006,84,89,71,60,75,79,Napoli
Robbie Keane #2,CB,2014,88,63,62,99,86,80,Barcelona
Aleksandar Kolarov #2,GK,2014,80,42,39,99,79,93,Bayern Munich
Thiago Silva #2,LW,2018,89,89,97,37,93,81,Juventus
Xavi Hernández #2,CAM,2022,82,74,79,73,81,90,Manchester United
Bastian Schweinsteiger #2,CDM,2010,78,91,79,81,91,79,Napoli
Juan Riquelme #2,CM,2006,82,80,72,77,78,98,Manchester United
Youri Djorkaeff #2,LW,2022,83,86,94,37,86,80,Real Madrid
Essam El-Hadary #2,CB,2010,85,71,48,97,93,92,Juventus
Alan Hansen #2,CB,2014,77,68,47,94,83,88,Juventus
Holger Badstuber #2,CAM,2006,84,85,84,68,87,97,Chelsea
Cafu #2,CM,2014,81,89,82,78,98,92,Barcelona
Carlos Tévez #2,CM,2014,85,75,74,61,81,89,Arsenal
Nélson Semedo #2,GK,2014,74,52,23,95,94,86,Manchester United
Jérôme Boateng #2,ST,2010,94,93,93,36,78,89,Juventus
Luka Modrić #2,CAM,2006,91,91,70,71,78,95,Arsenal
Leon Goretzka #2,ST,2014,95,85,83,40,91,79,Arsenal
Robert Pires #2,LW,2006,95,76,98,41,79,83,Real Madrid
Philipp Lahm #2,CAM,2010,81,80,71,74,94,97,Bayern Munich
David de Gea #2,CM,2010,84,71,86,83,83,97,Barcelona
Youri Tielemans #2,CM,2006,93,76,86,85,97,88,Chelsea
Sepp Maier #2,ST,2022,90,88,85,55,98,80,Juventus
Julian Alvarez #2,CM,2022,88,81,68,82,95,84,Paris SG
Gonzalo Montiel #2,LB,2018,82,66,58,90,77,91,Arsenal
Sandro Mazzola #2,RB,2018,75,74,55,89,93,94,Manchester United
Özil Mesut #2,RB,2022,78,61,67,87,80,80,AC Milan
Álvaro Morata #2,LW,2018,96,89,89,57,89,81,Arsenal
David Silva #2,LW,2014,86,88,90,49,96,90,Barcelona
Gökhan Inler #2,LW,2010,85,83,87,55,78,83,Real Madrid
Alphonso Davies #2,ST,2022,87,76,98,60,76,78,Real Madrid
Luis Fernando Muriel #2,RB,2018,83,62,46,85,91,91,Barcelona
Aurélien Tchouaméni #2,GK,2006,70,30,30,89,77,83,Juventus
Petr Čech #2,ST,2022,86,82,93,39,97,96,Paris SG
Shinji Ono #2,CDM,2018,83,90,71,64,84,90,Bayern Munich
Alexis Sanchez #2,RB,2006,75,74,59,86,87,90,Arsenal
Yuri Zhirkov #2,LW,2014,90,92,84,30,89,91,Inter Milan
Hennes Weisweiler #2,CB,2010,89,80,57,85,92,91,Napoli
Gilberto Silva #2,CAM,2006,88,87,82,79,82,96,Juventus
Berti Vogts #2,LB,2018,78,70,64,86,92,98,Juventus
Petr Cech #2,ST,2010,88,82,87,49,97,85,Chelsea
Douglas Costa #2,LB,2006,80,66,50,94,85,86,Juventus
Marcelo #2,ST,2014,95,84,98,54,84,95,Paris SG
Rojas Marcos #2,CDM,2014,86,92,87,64,97,95,Inter Milan
Lucio #2,CDM,2014,92,85,85,85,78,88,Real Madrid
Silvain Wiltord #2,CAM,2006,87,83,88,60,81,92,Inter Milan
Frank Rijkaard #2,LW,2022,83,86,84,46,91,82,Bayern Munich
Casemiro #2,ST,2014,84,83,82,38,85,95,AC Milan
Edinson Cavani #2,ST,2014,82,84,89,28,88,97,Real Madrid
Kostas Katsouranis #2,GK,2006,76,49,31,98,79,78,Liverpool
Deco #2,RB,2022,89,65,65,91,92,88,Liverpool
Ilkay Gundogan #2,ST,2018,87,86,92,58,79,78,Inter Milan
Roberto Rivelino #2,CM,2022,80,84,72,84,97,78,Liverpool
Paolo Maldini #2,CDM,2006,87,73,68,82,75,84,Liverpool
Ézequiel Garay #2,CAM,2018,85,84,83,61,79,92,Juventus
Virgil van Dijk #2,LW,2018,96,95,92,58,77,82,Chelsea
Bernardo Silva #2,LW,2022,94,79,94,48,78,92,Barcelona
Liliam Thuram #2,CAM,2022,87,83,68,79,83,78,Juventus
James Milner #2,ST,2014,84,94,88,25,92,86,Chelsea
Roman Shirokov #2,LB,2014,87,80,50,85,85,91,Manchester United
Oleg Blokhin #2,CB,2010,84,70,66,85,94,80,Liverpool
Arne Friedrich #2,CDM,2022,89,74,82,71,93,87,Arsenal
Iker Casillas #2,CAM,2018,78,72,80,61,94,84,Barcelona
Joan Capdevila #2,ST,2018,96,94,86,43,78,94,Arsenal
Steven Gerrard #2,LW,2022,88,83,86,59,95,96,Manchester United
Jiří Krejčí #2,CM,2014,85,72,69,65,87,94,Barcelona
Carlos Bocanegra #2,GK,2018,78,33,20,90,90,82,Arsenal
John Wark #2,RB,2022,86,65,61,92,95,83,Napoli
Mesut Özil #2,ST,2014,87,79,88,38,81,95,Bayern Munich
Riyad Mahrez #2,LW,2018,83,87,90,32,98,94,Real Madrid
Jan Vertonghen #2,ST,2006,87,79,97,28,85,83,Barcelona
Andrés Iniesta #2,LB,2014,78,76,57,96,96,93,Inter Milan
Anatoliy Kanischev #2,LW,2006,91,91,92,35,90,80,Inter Milan
Reece James #2,ST,2014,90,76,88,43,76,93,Real Madrid
Makoto Hasebe #2,CDM,2014,84,86,82,72,90,96,Chelsea
Zinedine Zidane #2,GK,2018,72,42,39,93,87,97,Real Madrid
Rafael Borre #2,CM,2014,88,76,88,78,92,80,Juventus
Ivan Varadin #2,LB,2022,78,73,59,89,98,90,Chelsea
Dimitri Alenichev #2,LB,2018,75,62,51,98,75,96,Arsenal
Roberto Carlos #2,ST,2006,94,95,86,54,93,80,Manchester United
Joel Alarcon #2,CAM,2022,82,77,82,71,94,87,Manchester United
Gianluca Zambrotta #2,ST,2014,87,82,90,43,79,86,Inter Milan
Ederson #2,CDM,2006,81,80,86,76,76,81,Paris SG
Moisés Caicedo #2,LW,2014,91,76,86,56,93,84,Inter Milan
Claude Makélélé #2,CB,2006,81,79,65,95,79,82,Inter Milan
Ferenc Puskás #2,LW,2018,82,78,97,46,85,89,Napoli
Joao Mario #2,CAM,2018,93,73,82,83,78,98,Barcelona
Andrés Iniesta Luján #2,LB,2014,82,61,53,96,82,98,Bayern Munich
Lev Yashin #2,CDM,2006,85,70,80,75,93,85,Real Madrid
Sergio Peña #2,CAM,2014,92,79,68,78,96,80,Barcelona
Sergio Aguero #2,ST,2018,91,84,96,59,80,79,Liverpool
Pascal Groß #2,CM,2014,80,78,69,74,81,85,Inter Milan
Andy Cole #2,LW,2014,84,92,87,48,89,95,Real Madrid
Jorge Valdano #2,LW,2010,96,80,98,47,91,92,Inter Milan
Willy Sagnol #2,CB,2010,90,74,65,91,87,91,Real Madrid
Tagliafico Nicolás #2,CM,2006,78,70,73,60,95,81,Real Madrid
Juan Foyth #2,CDM,2018,91,90,88,78,75,94,Chelsea
Luis Garcia #2,GK,2018,79,42,30,96,79,93,Juventus
Dani Alves #2,ST,2018,86,82,87,43,94,90,Inter Milan
Dejan Stankovic #2,CM,2022,78,73,67,72,75,89,Napoli
Valeriy Lobanovskyi #2,LB,2014,80,68,51,91,76,95,Inter Milan
Ibarra Jairo #2,CM,2006,85,86,87,68,95,85,AC Milan
Ronald de Boer #2,CB,2010,88,73,56,85,76,83,Juventus
Fabinho #2,CM,2022,86,80,69,76,76,79,Manchester United
Peter Shilton #2,CM,2022,94,84,68,66,90,79,Paris SG
Sadio Mané #2,CAM,2018,86,85,84,85,89,89,Juventus
Graeme Souness #2,LW,2018,90,76,97,39,76,83,Arsenal
Diego Maradona #2,LW,2018,89,85,96,32,89,98,Barcelona
Nacho Fernández #2,LW,2006,96,81,89,59,94,96,Paris SG
Paulo Dybala #2,LB,2006,90,60,59,87,85,91,AC Milan
Sami Nasri #2,RB,2018,89,71,54,94,77,78,Real Madrid
Neymar Jr #2,RB,2010,85,78,51,87,84,98,Juventus
Paul Scholes #2,CDM,2014,80,83,87,82,84,94,Barcelona
Guido Rodríguez #2,ST,2010,88,78,98,40,98,78,Real Madrid
Gianluigi Buffon #2,CAM,2022,89,87,80,78,85,88,Inter Milan
Neymar #2,RB,2010,82,69,63,90,90,80,Paris SG
Andriy Shevchenko #2,CB,2014,78,60,66,89,83,80,Arsenal
Granit Xhaka #2,CB,2018,87,73,62,99,92,79,Manchester United
N'Golo Kanté #2,CDM,2018,86,90,74,80,84,79,Arsenal
Yasuhito Endo #2,CM,2014,78,81,69,65,92,91,Bayern Munich
Stelios Malezas #2,CAM,2022,93,88,86,84,89,90,Chelsea
Michael Owen #2,CDM,2022,89,78,70,85,79,98,Juventus
Luis Diaz #2,RB,2018,84,74,69,88,79,93,Inter Milan
Maicon #2,CAM,2022,87,74,72,68,78,95,Manchester United
Ivan Rakitic #2,CM,2010,88,84,69,75,81,78,Liverpool
Jackie Charlton #2,LW,2018,91,75,88,55,92,82,AC Milan
Stéphane Guivarc'h #2,LB,2014,81,72,56,94,79,80,AC Milan
Pablo Sarabia #2,GK,2022,75,44,21,98,90,91,Real Madrid
Nemanja Vidic #2,CAM,2014,90,84,85,82,85,89,Liverpool
Xavi Simons #2,LW,2022,86,82,98,28,89,79,Juventus
Ian Callaghan #2,CDM,2014,87,80,65,71,94,96,Liverpool
Adriano Correia #2,CM,2022,84,85,84,74,86,79,AC Milan
Mateja Kežman #2,ST,2014,91,95,93,29,75,95,Arsenal
Olivier Giroud #2,CAM,2014,93,90,68,67,77,96,Napoli
Lúcio #2,CM,2018,88,91,68,83,88,88,Napoli
Franco Baresi #2,RB,2014,83,79,64,97,75,93,Chelsea
Gio de Arrascaeta #2,CAM,2010,88,83,74,75,77,90,Chelsea
Pedro #2,LW,2014,89,89,83,60,92,86,Barcelona
Karel Poborský #2,CM,2010,81,79,84,81,94,91,Bayern Munich
Arturo Vidal #2,LW,2010,89,77,95,29,82,89,Inter Milan
Srdjan Babić #2,RB,2006,77,60,59,95,75,82,Paris SG
Peter Schmeichel #2,CAM,2006,93,73,88,80,76,84,AC Milan
Jay-Jay Okocha #2,GK,2006,72,32,39,95,77,97,Napoli
Gerard Piqué #2,CAM,2022,81,85,85,78,90,83,Liverpool
André Schürrle #2,LB,2006,76,63,46,92,77,95,Manchester United
Johan Cruyff #2,RB,2022,78,76,54,98,95,78,Liverpool
Paul Pogba #2,ST,2014,85,88,82,37,78,89,Manchester United
Gianni Rivera #2,CDM,2010,81,87,76,60,83,93,Real Madrid
Juan Cuadrado #2,LB,2022,82,63,64,93,93,84,Real Madrid
Helder Postiga #2,CB,2018,88,64,51,97,85,96,Real Madrid
Christoph Kramer #2,LB,2018,79,62,69,85,89,87,Napoli
Hidetoshi Nakata #2,CDM,2010,84,90,88,73,95,81,Chelsea
Rafael van der Vaart #2,CB,2014,85,75,51,85,77,98,Chelsea
Nicolas Otamendi #2,GK,2014,77,32,31,90,97,94,Napoli
Sokratis #2,CDM,2014,90,80,85,65,85,83,Bayern Munich
Fred #2,LB,2006,82,61,56,93,88,85,Napoli
Leandro Paredes #2,LW,2022,90,79,95,36,87,78,Napoli
Gerard Pique #2,CB,2010,82,66,65,85,76,95,Arsenal
Seydou Doumbia #2,GK,2018,78,36,22,88,76,78,Arsenal
Fabio Cannavaro #2,LB,2018,75,64,62,98,91,91,Paris SG
Igor Akinfeev #2,ST,2006,82,81,85,33,77,98,Manchester United
Yuriel Celi #2,GK,2006,70,48,31,91,86,94,Real Madrid
Stéphane Charbonnier #2,CAM,2018,90,89,66,64,77,91,Napoli
Benedikt Höwedes #2,CM,2014,89,70,83,85,84,89,AC Milan
Ronaldinho #2,LB,2006,75,73,61,91,77,79,AC Milan
Vinicius Jr #2,GK,2022,71,51,38,95,80,96,Real Madrid
Nahuel Molina #2,CB,2006,75,75,47,89,94,86,Inter Milan
Ronaldo #2,ST,2014,93,79,92,43,88,90,Juventus
Álvaro Arbeloa #2,GK,2006,75,34,35,97,80,81,Napoli
Julián Álvarez #2,CB,2006,81,67,68,88,87,87,Chelsea
Giorgios Karagounis #2,CM,2006,92,82,66,72,83,95,Paris SG
Juan Fernando Quintero #2,ST,2006,90,86,88,35,84,96,Juventus
Antoine Griezmann #2,RB,2018,84,64,63,97,96,97,Chelsea
Abedi Pelé #2,CB,2006,81,80,54,88,94,82,Paris SG
Lilian Thuram #2,LB,2018,76,63,50,96,96,83,Barcelona
Andy Robertson #2,LW,2014,93,91,89,49,75,81,Barcelona
Ruben Riquelme #2,CM,2010,88,87,77,73,75,89,Liverpool
Salif Keita #2,CDM,2022,87,85,79,68,80,84,Manchester United
Xherdan Shaqiri #2,CDM,2010,86,78,77,81,95,84,Barcelona
Juan Pablo Sorin #2,LB,2010,82,75,53,91,95,85,Barcelona
Patrice Evra #2,CM,2022,89,87,80,72,86,81,Bayern Munich
Savo Milosevic #2,LW,2014,91,83,91,43,87,86,Paris SG
Pantelis Kafes #2,CB,2010,86,79,50,89,94,93,Juventus
Gonçalo Inácio #2,GK,2014,70,54,36,96,97,91,Napoli
Mikael Silvestre #2,CDM,2010,82,90,81,71,82,98,AC Milan
Ben Chilwell #2,CM,2006,94,90,73,84,90,88,Inter Milan
Sergio Busquets #2,CDM,2010,87,92,70,74,97,82,Napoli
Vieira Patrick #2,LW,2014,89,91,90,33,76,94,Barcelona
González Higuaín #2,CB,2014,90,70,68,96,93,79,Liverpool
Lisandro Martinez #2,LW,2022,87,85,90,45,81,81,Paris SG
Alex Valdivia #2,ST,2022,94,90,84,33,94,98,Napoli
Jan Krejčí #2,CDM,2010,94,82,75,74,93,97,Bayern Munich
John Toshack #2,RB,2014,90,70,53,85,98,84,AC Milan
Éric Abidal #2,LW,2014,84,85,85,35,91,78,Chelsea
Ernst Happel #2,ST,2014,89,86,98,35,95,94,Arsenal
Sami Khedira #2,LB,2014,80,76,49,92,90,79,Napoli
Bentaleb Nacho #2,ST,2014,85,88,91,30,77,96,Liverpool
Frank de Boer #2,RB,2022,80,64,48,98,83,90,Chelsea
Álvaro Recoba #2,CDM,2014,93,70,65,83,86,94,Manchester United
Müller Thomas #2,CDM,2006,94,75,83,64,78,91,Liverpool
Jorge Carrascal #2,CDM,2010,81,83,77,70,76,94,Inter Milan
Jorginho #2,CM,2010,92,82,78,80,92,83,AC Milan
Gomez Ricardo #2,ST,2022,93,81,86,48,94,87,Paris SG
Javi Martínez #2,LW,2022,94,79,94,40,97,78,Paris SG
Rodrigo Moreno #2,LW,2006,91,95,84,46,77,88,Bayern Munich
Ruud Gullit #2,LW,2014,89,80,93,44,76,93,Bayern Munich
Jesús Navas #2,LB,2018,75,73,53,95,85,81,Real Madrid
Paul Breitner #2,GK,2018,70,31,37,97,96,88,Inter Milan
Robert Lewandowski #2,LB,2006,90,66,50,96,89,96,Barcelona
Jamal Musiala #2,CDM,2022,90,90,75,60,82,98,Arsenal
Vassilis Torosidis #2,CB,2010,78,60,70,86,87,93,Inter Milan
Mbappé Kylian #2,LB,2014,82,77,62,94,86,94,Chelsea
Cesc Fàbregas #2,RB,2018,78,68,45,93,85,83,Inter Milan
Nemanja Matić #2,CDM,2022,87,75,74,65,77,79,Inter Milan
Thibault Courtois #2,GK,2006,73,34,23,93,93,97,Liverpool
Pauleta #2,CDM,2014,91,88,84,71,97,78,Inter Milan
Hernán Crespo #2,LW,2006,95,84,85,42,91,81,Barcelona
Carlos Puyol #2,CDM,2006,85,79,73,69,91,88,Liverpool
Kazuyoshi Miura #2,ST,2014,82,95,91,44,76,82,Liverpool
Yacine Brahimi #2,CDM,2022,88,91,73,73,96,98,Paris SG
Dwight Yorke #2,GK,2018,72,53,20,97,85,98,Liverpool
DaMarcus Beasley #2,LW,2022,90,92,96,54,81,91,Inter Milan
Mark González #2,CM,2018,89,77,81,66,86,96,AC Milan
Boban Marjanovic #2,LW,2022,92,87,91,44,94,81,Chelsea
Javier Ramales #2,ST,2018,94,88,89,39,96,98,Paris SG
Sérgio Ramos #2,CM,2010,86,71,78,70,97,80,Manchester United
Mohamed Salah #2,LW,2010,85,77,93,37,87,95,Real Madrid
Quinton Fortune #2,LB,2014,88,71,65,97,76,96,Napoli
Claude Makele #2,ST,2010,87,79,91,25,83,79,Barcelona
Cicinho #2,CAM,2006,83,84,86,83,91,84,Real Madrid
Yoann Gourcuff #2,CAM,2014,94,73,66,73,75,97,Bayern Munich
Michel Platini #2,CAM,2006,90,71,75,78,87,98,Napoli
Kevin De Bruyne #2,ST,2018,87,89,91,39,85,89,Inter Milan
Juan Pablo Sorín #2,CDM,2014,84,80,88,60,81,83,Paris SG
Emanuel Mammana #2,CM,2010,78,79,81,81,75,92,Bayern Munich
Mario Mandžukić #2,CB,2010,76,64,57,96,85,85,Barcelona
Diogo Jota #2,ST,2014,96,83,94,47,85,83,Manchester United
Bojan Djordjic #2,CM,2022,94,81,86,83,76,93,Arsenal
Gerd Müller #2,ST,2014,94,77,84,30,92,95,Manchester United
Rúben Neves #2,CB,2010,81,80,67,93,78,87,Liverpool
Gavi #2,LW,2014,87,93,90,44,89,83,Chelsea
Johan Neeskens #2,ST,2014,82,83,82,36,93,80,Juventus
Luis Nani #2,CAM,2010,82,81,85,83,87,90,Liverpool
Ezequiel Lavezzi #2,RB,2010,90,79,58,92,87,85,Bayern Munich
Javier Pastore #2,CDM,2006,79,80,75,73,93,92,AC Milan
Raí #2,CAM,2014,85,87,78,76,81,96,Liverpool
Nigel de Jong #2,ST,2010,92,87,92,40,90,88,Napoli
Bobby Moore #2,CM,2006,88,85,68,68,82,91,Juventus
Peter Čech #2,CM,2014,88,84,73,81,75,97,Barcelona
Stanley Matthews #2,CDM,2006,83,88,83,63,93,89,AC Milan
Juan Roman Riquelme #2,LB,2006,77,71,55,88,77,78,AC Milan
Kenny Dalglish #2,GK,2006,72,40,29,95,80,82,Barcelona
Samuel Eto'o #2,LB,2022,85,75,62,89,93,95,Chelsea
Diego Milito #2,ST,2010,89,86,95,33,75,79,Real Madrid
Giorgos Samaras #2,RB,2010,78,67,56,92,97,81,AC Milan
Cristian Benavente #2,ST,2006,90,90,96,54,77,97,AC Milan
Darko Kovacevic #2,ST,2018,88,92,98,41,83,92,AC Milan
Héctor Enrique #2,GK,2006,72,30,40,94,96,83,Real Madrid
Alberto Gilardino #2,CAM,2010,82,81,77,68,94,84,Inter Milan
Pelé Abedi #2,CDM,2006,84,73,70,78,89,79,Real Madrid
Ashley Cole #2,GK,2006,70,37,41,98,76,84,Arsenal
Mickaël Silvestre #2,CM,2018,93,84,72,73,79,83,Liverpool
Andres Iniesta #3,CM,2010,91,92,78,63,97,91,Napoli
Milla Roger #3,ST,2014,87,83,82,47,97,95,Napoli
Maradona Diego #3,LW,2018,92,85,90,42,80,86,Inter Milan
Maarten Stekelenburg #3,LW,2014,85,95,96,50,95,78,Bayern Munich
Eder Militao #3,LB,2010,78,74,59,91,95,92,Chelsea
Ryan Giggs #3,CDM,2006,81,75,79,72,97,80,Real Madrid
Raphaël Varane #3,CB,2014,81,65,69,90,87,80,Barcelona
Bobby Charlton #3,ST,2010,89,88,93,25,93,89,Real Madrid
Edwin van der Sar #3,CM,2022,79,73,72,78,88,97,AC Milan
Dimitri Payet #3,LW,2018,85,78,96,47,91,98,Juventus
Kylian Mbappé #3,CB,2014,80,60,58,90,95,93,Arsenal
Javi Martinez #3,CM,2018,85,73,81,68,98,84,Barcelona
Bruno Guimaraes #3,LW,2014,96,84,83,30,84,90,Liverpool
Abdessalem Ayouni #3,RB,2010,81,61,69,95,90,87,Bayern Munich
Jimmy Greaves #3,ST,2010,95,75,86,54,85,95,Bayern Munich
Antony #3,CM,2022,82,90,82,83,81,78,AC Milan
Ilkay Gündogan #3,LW,2014,82,83,90,51,77,88,Inter Milan
Didier Drogba #3,RB,2010,88,73,45,85,92,95,Real Madrid
Cesc Fabregas #3,CM,2010,87,91,82,70,88,98,Manchester United
Branislav Ivanovic #3,RB,2006,84,66,52,89,93,92,Napoli
Miguel Borja #3,LW,2006,85,79,85,37,81,97,Manchester United
Teddy Sheringham #3,CDM,2022,87,81,82,66,93,84,Real Madrid
Alejandro Garnacho #3,CAM,2014,90,83,87,75,80,87,Barcelona
Éver Banega #3,LB,2006,86,67,54,85,96,92,Napoli
Richarlison #3,ST,2010,82,91,85,40,90,83,Inter Milan
Lukas Podolski #3,RB,2006,87,64,59,85,87,79,Real Madrid
Enzo Fernández #3,CM,2022,84,80,77,78,82,98,Inter Milan
Mladen Krstajic #3,LW,2018,86,83,95,39,97,86,Manchester United
Jonathan Calleri #3,CAM,2014,89,74,78,61,91,98,Inter Milan
Nicolas De La Cruz #3,CM,2010,83,72,67,67,77,92,Liverpool
Jemerson #3,LW,2010,83,87,84,56,77,84,Juventus
Arjen Robben #3,CDM,2018,78,73,86,84,98,91,Napoli
Thierry Henry #3,CDM,2010,89,89,76,68,88,86,Paris SG
Per Mertesacker #3,ST,2006,92,90,87,52,93,91,AC Milan
Wayne Rooney #3,CDM,2006,92,91,68,75,87,85,Chelsea
Frank Leboeuf #3,LW,2022,94,94,94,29,97,82,Manchester United
Tim Cahill #3,LW,2022,94,81,86,44,77,83,Napoli
Aleksandar Mitrović #3,CDM,2018,78,86,65,80,98,84,Chelsea
Gonzalo Higuain #3,CDM,2010,94,78,79,77,81,87,Manchester United
Luka Modric #3,CB,2006,79,63,64,94,80,84,Arsenal
Villasanti Diego #3,CDM,2006,79,70,86,78,84,92,AC Milan
Valentin Azmayev #3,LW,2018,85,94,97,49,97,83,Chelsea
Néstor Clausen #3,ST,2018,86,94,97,47,93,96,Juventus
Cristiano Ronaldo #3,ST,2018,84,79,95,27,91,96,Barcelona
Bacary Sagna #3,CM,2014,80,87,80,75,95,91,Napoli
Sagna #3,CAM,2018,93,85,75,84,88,87,Paris SG
Olivier Kapo #3,RB,2014,85,74,59,99,86,80,AC Milan
Steve McManaman #3,CAM,2018,83,80,73,75,82,91,Napoli
Simão Sabrosa #3,LB,2022,75,67,67,92,98,80,Napoli
Franck Ribery #3,ST,2006,96,85,97,46,86,83,Manchester United
Hans-Jürgen Cramer #3,CM,2006,78,74,75,68,91,78,Liverpool
Raúl Meireles #3,ST,2018,88,79,93,59,88,90,Bayern Munich
Papiss Cissé #3,CB,2022,79,67,56,99,83,91,Juventus
Frédéric Kanoute #3,CAM,2006,88,70,83,81,89,82,Paris SG
Sergio Romero #3,ST,2022,96,83,90,30,91,80,Bayern Munich
Luis Suárez #3,LW,2010,87,84,82,46,93,82,Liverpool
Juan Manuel Ibarbo #3,ST,2010,85,91,87,26,79,81,Barcelona
Mario Gómez #3,ST,2006,91,85,82,52,97,98,Paris SG
Bruno Fernandes #3,LB,2010,79,64,54,90,93,91,Paris SG
Matías Fernández #3,LB,2010,80,71,67,96,88,97,Chelsea
Elías Figueroa #3,LW,2018,92,82,88,36,86,81,Paris SG
David Alaba #3,CAM,2006,87,87,85,66,94,89,Manchester United
Stefan Mitrović #3,CAM,2006,94,86,88,72,93,88,Paris SG
Roberto Firmino #3,ST,2014,88,93,83,53,81,84,Manchester United
Bruno Alves #3,CB,2014,88,76,57,91,90,92,Manchester United
Lucas Paqueta #3,ST,2014,87,82,92,54,77,92,Paris SG
Abelardo Fernandez #3,CM,2006,90,84,69,73,93,98,Napoli
Lopes Anthony #3,RB,2010,76,73,57,99,77,90,Napoli
Mateja Kezman #3,ST,2018,92,89,91,42,98,79,Inter Milan
Frederic Kanouté #3,CDM,2006,79,81,85,72,78,96,Liverpool
Luis Suarez #3,CB,2010,88,76,57,99,85,79,Real Madrid
Robbie Fowler #3,CM,2006,94,82,88,78,88,82,Chelsea
Andrey Arshavin #3,LB,2018,76,63,67,93,84,92,Inter Milan
Gueule de Bois #3,LB,2006,87,65,63,88,83,92,Real Madrid
Radamel Falcao #3,LW,2014,94,88,94,50,93,91,Juventus
Thomas Müller #3,CM,2006,82,83,82,64,83,88,Paris SG
Kolo Touré #3,CM,2014,89,84,82,74,82,81,AC Milan
Alessandro Nesta #3,CDM,2010,91,86,73,66,85,92,Napoli
Ngolo Kante #3,CAM,2018,80,80,83,73,86,85,Barcelona
Joel Matip #3,RB,2014,89,74,49,88,77,85,Bayern Munich
Thilo Kehrer #3,CB,2018,77,66,65,94,83,81,Paris SG
Ricardo Quaresma #3,CAM,2010,87,83,70,69,86,98,Manchester United
Dirk Kuyt #3,CDM,2022,91,70,75,72,87,80,Paris SG
Sylvain Wiltord #3,LW,2014,90,90,93,28,93,96,AC Milan
Carvajal #3,CM,2018,88,74,80,65,81,79,Manchester United
Gonzalo Bergessio #3,CB,2006,80,61,59,97,89,98,Inter Milan
Gennaro Gattuso #3,CDM,2014,94,83,73,68,97,92,Arsenal
Carlos Tevez #3,CDM,2010,92,83,77,77,98,81,AC Milan
Henrique Neguinho #3,LB,2010,78,69,47,98,94,85,Chelsea
Aleksandr Smertin #3,LW,2006,96,80,86,32,91,86,Juventus
Hugo Lloris #3,ST,2010,87,89,84,48,92,83,Juventus
Andrés D'Alessandro #3,ST,2022,84,79,97,43,82,89,Manchester United
Gary Neville #3,LW,2018,96,88,86,60,83,93,Inter Milan
Angel Di Maria #3,LW,2018,93,95,94,53,79,90,Inter Milan
Rodri #3,CB,2022,79,71,65,94,87,82,Inter Milan
Ismaël Bangoura #3,RB,2018,80,63,65,96,76,97,Bayern Munich
Steve Heighway #3,CAM,2014,85,81,71,63,97,95,Barcelona
Joshua Kimmich #3,LB,2022,86,72,54,92,79,97,Juventus
Mathieu Valbuena #3,LW,2010,90,93,95,30,83,86,Manchester United
Ángel Di María #3,ST,2010,86,81,98,58,91,80,Inter Milan
Danilo #3,CAM,2018,92,76,87,62,83,90,Juventus
Therry Henry #3,CDM,2018,90,72,88,66,90,91,Real Madrid
Marco van Basten #3,CAM,2006,92,86,68,76,92,88,Paris SG
Demps #3,LW,2014,93,88,85,35,89,83,Real Madrid
Agustin Fontana #3,CAM,2018,88,78,76,67,94,88,Bayern Munich
Mario Mandic #3,CAM,2014,87,75,65,68,95,94,Inter Milan
Shunsuke Nakamura #3,CAM,2014,93,90,65,68,77,88,Barcelona
Ronaldo Nazario #3,RB,2006,81,68,66,85,75,78,Juventus
Romário #3,CB,2010,90,63,47,93,80,79,AC Milan
Renan Lodi #3,CDM,2018,82,83,81,63,98,78,Chelsea
João Moutinho #3,CAM,2010,88,88,81,73,95,96,Real Madrid
Eden Hazard #3,LB,2022,75,79,49,85,82,85,Bayern Munich
Sergio Livingstone #3,LB,2006,79,67,61,88,90,90,Barcelona
Uli Hoeness #3,LW,2014,86,83,84,53,79,82,Manchester United
Claudio Bravo #3,CDM,2010,86,77,69,69,98,81,AC Milan
Stam Jaap #3,CDM,2010,92,73,80,85,91,98,Paris SG
Álvaro González #3,CM,2010,81,75,80,67,83,93,Real Madrid
Ali Daei #3,CB,2010,78,71,58,93,79,92,Arsenal
Naby Keita #3,CDM,2010,92,70,72,77,92,78,Inter Milan
Harvey Elliott #3,LW,2014,95,89,82,47,96,81,Liverpool
Thomas Muller #3,GK,2018,71,42,43,99,89,83,Napoli
Serge Gnabry #3,RB,2010,86,74,51,92,85,93,Bayern Munich
Fernandinho #3,CM,2018,87,72,85,81,96,78,Barcelona
Alejandro Balde #3,CAM,2022,86,92,86,62,89,91,Barcelona
Ousmane N'Doye #3,LW,2018,96,86,83,58,91,81,Napoli
Ley Yashin #3,ST,2014,92,89,95,44,95,95,Paris SG
Romário Baldé #3,CDM,2010,79,84,75,71,89,97,Arsenal
Marquinhos #3,RB,2014,88,69,54,94,75,96,Inter Milan
Peter Crouch #3,GK,2010,73,35,20,96,78,79,Juventus
Lisandro Martínez #3,CDM,2022,94,88,69,81,96,95,Chelsea
Kenan Kodro #3,RB,2006,86,61,66,94,88,83,Paris SG
