name,position,era,speed,dribbling,shooting,defense,physical,iq,team
Maximiliano Rodríguez #2,CM,2022,94,80,68,62,79,93,Inter Milan
Peter Beardsley #2,CAM,2006,94,90,84,62,90,95,AC Milan
Seydou Keïta #2,LW,2006,92,84,94,38,93,95,Napoli
Steve McManaman #2,CM,2022,93,88,66,83,86,94,Barcelona
William Gallas #2,CDM,2010,86,91,67,62,85,80,Napoli
Ousmane Dembélé #2,CAM,2022,84,81,78,74,88,78,Manchester United
Emiliano Martínez #2,ST,2010,89,89,95,31,75,80,Bayern Munich
Hulk #2,CM,2006,91,80,80,62,86,91,Arsenal
Bruno Guimaraes #2,ST,2022,95,79,83,49,75,83,Chelsea
Pele #2,ST,2018,90,90,83,32,77,82,Manchester United
Mohamed Salah #2,CAM,2022,79,79,73,64,88,80,Paris SG
Adriano #2,CAM,2018,81,80,85,80,98,97,Bayern Munich
Dani Alves #2,CM,2014,79,83,86,78,89,87,Bayern Munich
Massimo Oddo #2,CB,2014,75,61,68,97,82,97,Napoli
Quinton Fortune #2,CB,2014,81,65,45,96,80,87,Paris SG
Javi Martinez #2,CB,2018,84,73,48,85,90,78,Real Madrid
Yoann Gourcuff #2,CB,2018,75,74,56,98,83,98,Manchester United
Edinson Cavani #2,CDM,2018,85,75,79,80,97,88,Manchester United
André Schürrle #2,LW,2018,92,91,87,47,91,82,Barcelona
Zinédine Zidane #2,ST,2006,86,75,97,25,98,84,Barcelona
Dennis Bergkamp #2,CAM,2010,81,91,85,73,89,87,Barcelona
Stéphane Henchoz #2,ST,2022,95,91,82,33,79,95,Bayern Munich
Joel Matip #2,CM,2022,93,91,73,78,96,88,Barcelona
Ruud Gullit #2,GK,2022,81,51,37,93,92,97,Arsenal
Aleksandar Kolarov #2,CAM,2018,83,76,78,80,87,95,Paris SG
Gerd Müller #2,CM,2014,81,92,87,62,89,98,Bayern Munich
Lúcio #2,CM,2006,90,79,68,67,96,86,Manchester United
Shay Given #2,CB,2006,80,63,62,99,79,81,Bayern Munich
Xavi Simons #2,CB,2006,87,67,49,95,91,91,Arsenal
Leroy Sané #2,CDM,2018,80,74,75,64,86,92,Arsenal
Réduan Amrani #2,LW,2018,86,93,86,45,79,88,Barcelona
Ahmed Hassan #2,CAM,2018,78,83,77,76,94,98,Chelsea
Paul Breitner #2,CM,2014,87,88,69,77,98,96,AC Milan
Aymeric Laporte #2,LW,2006,90,94,87,40,84,80,Arsenal
Sepp Maier #2,CB,2018,82,63,45,98,96,93,Juventus
Mario Gomez #2,RB,2006,90,68,54,90,80,97,Napoli
Cristiano Ronaldo #2,LW,2014,96,86,93,27,78,82,Chelsea
Karl-Heinz Rummenigge #2,ST,2010,92,76,89,34,76,90,Paris SG
Ian Callaghan #2,LB,2018,88,71,61,88,83,92,Chelsea
Johan Neeskens #2,CB,2010,89,62,49,97,89,94,Liverpool
Aurelien Tchouameni #2,RB,2006,77,66,63,99,82,82,Juventus
Florian Thauvin #2,CDM,2010,78,77,85,67,81,84,Arsenal
Ronaldo #2,ST,2010,92,93,90,52,80,96,Inter Milan
Jimmy Greaves #2,CB,2010,89,68,51,94,84,89,Napoli
Julián Álvarez #2,LB,2022,87,69,58,87,86,82,Barcelona
Bernardo Silva #2,RB,2014,87,70,48,86,76,84,Manchester United
Kenny Dalglish #2,CM,2006,87,72,88,69,92,88,Paris SG
Silvain Wiltord #2,GK,2010,77,45,41,91,82,86,Napoli
Agustin Fontana #2,LW,2006,92,76,95,42,97,80,Paris SG
Juan Fernando Quintero #2,RB,2022,77,77,51,85,95,91,Barcelona
Maradona Diego #2,CM,2022,94,89,82,72,86,80,Bayern Munich
Jader Obrian #2,CDM,2022,91,80,79,66,98,98,Chelsea
Damiano Doni #2,CM,2014,90,86,68,77,85,94,Napoli
Therry Henry #2,CDM,2006,81,78,78,70,98,80,Juventus
Xherdan Shaqiri #2,CB,2022,88,62,46,96,85,87,Inter Milan
Darko Kovacevic #2,RB,2014,77,69,53,89,92,89,Chelsea
José Fonte #2,CAM,2006,92,71,86,67,89,78,Paris SG
Mikaël Silvestre #2,ST,2022,83,76,84,60,84,80,AC Milan
Milla Roger #2,LW,2010,82,78,97,48,77,87,Paris SG
Gonzalo Montiel #2,ST,2018,93,94,95,39,88,81,Arsenal
Sylvain Wiltord #2,GK,2010,72,43,26,99,84,93,Napoli
David Silva #2,CDM,2010,84,74,82,77,83,91,Paris SG
Özil Mesut #2,GK,2022,73,46,38,92,90,98,Liverpool
João Félix #2,CM,2014,84,84,83,66,92,88,AC Milan
Neymar #2,CB,2010,89,65,57,93,98,84,Liverpool
Renan Lodi #2,CB,2006,88,66,69,85,81,92,Manchester United
Marquinhos #2,CDM,2022,90,87,82,81,90,81,Real Madrid
Danilo #2,ST,2014,86,88,85,46,93,94,Arsenal
Romário #2,CM,2014,87,90,86,68,81,81,AC Milan
Rúben Neves #2,LW,2006,88,95,90,43,90,79,Real Madrid
Diego Maradona #2,CM,2010,87,81,78,70,78,80,Barcelona
Robert Lewandowski #2,CAM,2018,84,80,84,67,79,89,Arsenal
Joshua Kimmich #2,GK,2018,80,33,21,90,82,93,Barcelona
Paolo Maldini #2,LW,2010,90,82,84,58,78,93,Arsenal
Ismaël Bangoura #2,GK,2022,81,44,28,96,82,90,AC Milan
Acuña Marcos #2,CDM,2018,93,87,70,60,95,83,Real Madrid
Jesús Navas #2,LW,2022,94,82,88,28,83,78,Juventus
González Higuaín #2,CAM,2022,84,77,88,70,89,89,Juventus
Alexis Sánchez #2,CM,2022,93,73,79,85,89,89,Inter Milan
Eden Hazard #2,ST,2022,89,76,91,25,87,86,Arsenal
Paul Pogba #2,LB,2010,86,61,53,90,91,97,Juventus
Carlos Bocanegra #2,LW,2006,91,80,98,48,90,81,Juventus
Shinji Ono #2,CDM,2006,92,84,66,79,83,86,Chelsea
Inigo Martinez #2,CM,2022,81,87,70,76,88,80,Manchester United
José Manuel Reina #2,CB,2014,81,60,60,88,86,91,Juventus
Ricky Alvarez #2,CDM,2022,89,73,81,78,87,95,Barcelona
Yaya Touré #2,LW,2022,86,86,89,60,96,79,Chelsea
Lisandro Martinez #2,CDM,2022,79,92,83,68,84,87,Chelsea
Marco van Basten #2,ST,2022,96,80,93,33,86,82,AC Milan
Bacary Sagna #2,CB,2018,88,70,50,99,88,88,Real Madrid
Luis Garcia #2,CDM,2018,87,82,86,77,76,95,Inter Milan
Cafu #2,ST,2014,87,84,96,25,77,82,Paris SG
Rodri #2,RB,2006,83,76,62,87,84,86,Liverpool
Diego Forlán #2,CB,2014,78,61,70,99,75,84,Barcelona
Antoine Griezmann #2,CB,2018,86,72,53,99,87,80,Liverpool
Nemanja Matić #2,RB,2018,85,78,52,96,91,84,Inter Milan
Peter Crouch #2,CDM,2014,88,70,67,75,83,93,Juventus
Mateja Kezman #2,CDM,2010,93,73,71,62,75,92,AC Milan
Mathieu Valbuena #2,CB,2006,76,75,67,87,75,82,Juventus
Gabriel Jesus #2,RB,2018,85,68,49,97,75,92,Liverpool
David Villa #2,LW,2022,92,85,91,29,90,80,Chelsea
Helder Postiga #2,ST,2010,89,91,91,60,96,87,Liverpool
Sadio Mane #2,CAM,2022,94,83,80,79,98,83,Barcelona
Graeme Souness #2,LB,2006,80,71,58,89,88,93,AC Milan
Filippo Inzaghi #2,ST,2018,88,83,82,57,91,82,Juventus
Per Mertesacker #2,CDM,2014,91,87,87,78,93,92,Inter Milan
Rúben Dias #2,ST,2014,84,75,82,51,81,94,AC Milan
Ronald de Boer #2,CDM,2014,83,80,87,62,93,81,Barcelona
Marco Materazzi #2,LB,2022,76,79,49,92,94,90,Napoli
Sasa Ilic #2,ST,2018,92,89,88,56,92,78,Chelsea
Gio Simeone #2,ST,2014,84,75,83,29,93,78,Arsenal
Jose Manuel Reina #2,LB,2022,76,78,50,94,91,93,Inter Milan
Ever Banega #2,LW,2018,85,78,91,37,91,98,Juventus
Jiří Krejčí #2,CDM,2018,82,73,73,85,79,84,Juventus
Petr Čech #2,CDM,2006,84,90,74,81,95,78,AC Milan
Stanley Matthews #2,GK,2014,82,45,27,99,77,81,Arsenal
Samir Nasri #2,ST,2006,84,82,85,44,95,98,Manchester United
Ronnie Whelan #2,LB,2010,81,64,69,96,81,89,Barcelona
Ray Clemence #2,ST,2010,92,85,89,55,94,87,Arsenal
Kaka #2,CM,2006,84,82,66,69,88,85,Paris SG
Marco Asensio #2,RB,2010,82,71,45,98,80,80,Real Madrid
Antony #2,LW,2010,89,86,88,34,88,94,Bayern Munich
Deco #2,RB,2010,83,64,60,91,81,97,Chelsea
Carvajal #2,LW,2014,93,83,88,50,96,95,Napoli
Daniele De Rossi #2,CB,2010,89,67,54,95,82,91,Arsenal
Savo Milošević #2,LW,2006,92,94,92,49,79,84,Bayern Munich
Carles Puyol #2,CDM,2010,89,74,82,71,80,91,Arsenal
Teddy Sheringham #2,CDM,2022,86,76,87,77,86,88,Real Madrid
Andrés D'Alessandro #2,CAM,2010,86,90,69,65,76,97,AC Milan
Ivan Rakitic #2,CM,2018,91,82,73,80,89,98,Real Madrid
Sagna #2,ST,2018,91,87,87,39,98,94,Juventus
Gio de Arrascaeta #2,CM,2018,82,71,86,76,82,80,Paris SG
Carlos Tévez #2,LB,2022,87,74,65,99,83,84,Liverpool
Bruno Alves #2,CM,2014,89,84,73,65,88,78,Juventus
Sergio Peña #2,LW,2006,91,76,86,56,78,89,Barcelona
Emmanuel Macron #2,LW,2018,94,91,85,30,92,81,Juventus
Youri Djorkaeff #2,LW,2014,96,91,87,34,89,92,Manchester United
Richarlison #2,CB,2022,75,72,51,88,90,84,Real Madrid
Peter Schmeichel #2,CB,2022,82,71,45,94,98,78,Chelsea
Toby Alderweireld #2,LW,2018,82,80,89,57,91,89,Bayern Munich
Ronaldo Nazario #2,CB,2022,90,64,65,97,82,81,Inter Milan
Mario Mandzukic #2,CAM,2022,93,79,83,79,81,81,Barcelona
Predrag Djordjevic #2,ST,2010,95,90,86,34,98,81,Manchester United
Alberto Gilardino #2,LW,2010,94,94,93,55,79,87,Real Madrid
Thiago Silva #2,CM,2018,93,74,69,75,85,86,Paris SG
Kingsley Coman #2,CDM,2010,86,74,78,63,93,88,Manchester United
Gary Neville #2,LW,2018,87,82,97,51,84,79,Bayern Munich
Sergio Aguero #2,CAM,2006,80,77,76,60,89,85,Chelsea
Alejandro Garnacho #2,LW,2010,92,89,95,47,96,87,Manchester United
Jay-Jay Okocha #2,CDM,2018,92,76,82,64,86,84,AC Milan
Vinícius Júnior #2,CAM,2014,86,78,79,60,87,94,Real Madrid
Mickaël Silvestre #2,CM,2014,82,82,77,81,82,87,Paris SG
Jesus Navas #2,RB,2014,81,75,58,85,95,88,Inter Milan
Cristian Romero #2,CDM,2022,93,82,81,67,84,82,Liverpool
Wayne Rooney #2,RB,2022,82,69,49,92,79,81,Napoli
Laurent Blanc #2,LB,2014,88,75,66,91,92,98,Liverpool
Aleksandar Mitrović #2,LB,2014,79,63,56,85,82,89,AC Milan
N'Golo Kante #2,CB,2014,84,60,51,99,90,78,Real Madrid
Hidetoshi Nakata #2,CB,2010,81,80,53,99,90,88,Paris SG
Giorgios Karagounis #2,CAM,2010,90,88,87,71,87,88,Chelsea
Emanuel Mammana #2,CDM,2018,81,90,66,73,78,96,Chelsea
Guido Rodriguez #2,CM,2022,93,80,73,65,84,82,Bayern Munich
Gianni Rivera #2,GK,2022,78,36,34,98,78,90,AC Milan
Alan Hansen #2,LW,2014,85,82,91,33,89,82,Juventus
Hernandez Hugo #2,CM,2006,85,88,79,68,95,97,Manchester United
Pedri #2,RB,2014,76,79,57,90,94,94,Inter Milan
Tagliafico Nicolás #2,ST,2018,92,90,82,41,82,78,Barcelona
Éric Cantona #2,LB,2014,75,70,63,91,77,97,Paris SG
Kevin De Bruyne #2,CAM,2022,91,79,83,65,76,83,Manchester United
Ghighlione Carlos #2,GK,2010,70,31,30,93,81,96,Manchester United
Mats Hummels #3,RB,2018,84,67,48,96,84,91,Inter Milan
Alexis Sanchez #3,RB,2014,77,64,60,87,87,82,Inter Milan
Jackie Charlton #3,CM,2018,91,78,79,81,85,81,Barcelona
Dayot Upamecano #3,ST,2022,82,93,89,40,85,85,Napoli
Yuriel Celi #3,CDM,2006,94,83,68,79,97,92,Real Madrid
Lilian Thuram #3,CDM,2006,83,85,79,60,82,83,Bayern Munich
Makoto Hasebe #3,ST,2006,86,90,93,43,77,98,Paris SG
Pau Torres #3,LW,2006,84,85,86,30,82,87,Inter Milan
Carlos Tevez #3,ST,2022,93,90,94,55,85,79,Arsenal
Sandro Mazzola #3,RB,2018,77,66,64,93,86,97,Inter Milan
Ben Chilwell #3,GK,2014,75,47,27,91,98,92,Real Madrid
Nigel de Jong #3,GK,2022,76,33,36,92,91,94,Arsenal
Tim Cahill #3,CAM,2010,86,89,69,64,98,80,Real Madrid
Steve Heighway #3,CAM,2006,80,77,87,74,83,82,Napoli
Michael Owen #3,CDM,2010,80,77,77,82,89,84,Inter Milan
Ricardo Quaresma #3,CM,2006,81,88,79,76,80,79,Arsenal
Ronaldinho #3,LW,2010,84,94,89,59,96,78,Inter Milan
Isco #3,CDM,2018,80,88,83,63,95,94,Inter Milan
Didier Drogba #3,GK,2018,71,37,39,97,83,89,Arsenal
Christian Vieri #3,CDM,2006,78,85,75,69,88,97,Bayern Munich
Rio Ferdinand #3,LW,2022,95,90,82,39,90,98,Liverpool
Raúl Meireles #3,LW,2022,93,90,89,54,94,86,Paris SG
Giorgian de Arrascaeta #3,CAM,2010,82,84,73,74,78,89,Arsenal
Juan Pablo Sorín #3,LB,2022,84,76,45,86,94,85,Paris SG
Bruno Fernandes #3,CDM,2018,85,75,68,69,88,91,Real Madrid
João Cancelo #3,CDM,2022,90,74,70,75,82,82,AC Milan
Nicolás Otamendi #3,GK,2018,75,49,42,96,84,97,Chelsea
Esteban Paredes #3,LB,2018,80,71,47,97,93,79,Liverpool
Ézequiel Garay #3,GK,2022,75,34,26,97,80,95,Arsenal
Fernandinho #3,CM,2010,92,90,68,67,93,91,Chelsea
Nery Pumpido #3,CAM,2014,83,77,67,74,81,95,Real Madrid
Benedikt Höwedes #3,CAM,2010,85,70,78,60,91,83,Juventus
Éric Abidal #3,CB,2006,84,60,54,91,82,84,Inter Milan
Jorge Valdivia #3,LW,2010,82,89,95,36,80,92,Manchester United
Aleksandr Smertin #3,LW,2014,94,92,97,59,96,85,Napoli
Frank Leboeuf #3,GK,2014,70,39,26,89,94,85,Barcelona
Rinus Michels #3,LB,2022,85,64,49,92,85,86,Manchester United
Papiss Cissé #3,CAM,2022,78,90,69,81,86,92,Liverpool
Gennaro Gattuso #3,LW,2022,96,81,87,51,96,79,Napoli
Savo Milosevic #3,CB,2006,90,80,69,85,78,83,AC Milan
Ousmane N'Doye #3,LW,2010,91,76,83,37,78,86,Chelsea
Abedi Pele #3,RB,2006,75,68,51,88,75,83,Arsenal
Ulreich Sven #3,CM,2014,89,88,68,68,96,89,AC Milan
Andy Robertson #3,RB,2014,85,65,53,87,88,94,AC Milan
Fernando Gago #3,CB,2010,85,70,46,96,93,87,Real Madrid
Pablo Sarabia #3,CDM,2018,78,73,85,70,80,83,Arsenal
Álvaro Recoba #3,ST,2010,86,84,97,50,89,82,Chelsea
Arne Friedrich #3,CDM,2010,94,91,75,83,97,83,Paris SG
Brad Friedel #3,CAM,2014,88,72,69,70,81,82,Liverpool
Luis Fernando Muriel #3,CM,2022,85,74,70,67,88,98,Arsenal
Daniel Alves #3,CDM,2014,86,72,88,81,92,88,Arsenal
Danilo Carrillo #3,ST,2006,83,88,95,54,85,91,Inter Milan
Luis Diaz #3,CAM,2022,79,71,65,69,79,88,Barcelona
Peter Shilton #3,LW,2014,89,87,86,36,79,78,Manchester United
Frank de Boer #3,LB,2006,86,71,61,96,78,82,Paris SG
Dirk Kuyt #3,RB,2018,75,63,53,90,94,98,AC Milan
Nicolas Otamendi #3,LB,2014,83,74,60,98,92,82,Juventus
Rivaldo #3,LW,2022,91,75,95,43,95,96,Liverpool
Florian Malouda #3,ST,2022,82,93,95,37,84,91,Manchester United
Pascal Groß #3,LW,2010,83,79,84,47,94,81,Napoli
Karl-Heinz Förster #3,LB,2018,88,61,59,94,89,98,Juventus
Jackson Martinez #3,CAM,2018,94,87,72,60,92,82,AC Milan
Éver Banega #3,CDM,2014,78,75,70,77,82,81,Juventus
Sokratis #3,ST,2006,89,81,93,42,84,85,Barcelona
Youri Tielemans #3,CB,2018,87,78,62,96,80,89,Manchester United
Pauleta #3,RB,2010,89,74,59,95,92,78,Bayern Munich
Victor Valdés #3,CAM,2014,91,91,87,79,82,91,AC Milan
Valeriy Lobanovskyi #3,CDM,2010,93,85,70,84,78,98,Barcelona
Kevin Keegan #3,CM,2014,89,91,82,74,82,79,Manchester United
Javi Martínez #3,RB,2006,86,77,48,85,85,78,Real Madrid
Jaap Stam #3,LB,2006,83,61,55,91,76,89,Inter Milan
Mauro Camoranesi #3,CAM,2006,91,91,69,64,89,96,Paris SG
Philipp Lahm #3,ST,2022,84,85,82,38,85,93,Bayern Munich
Luis Suárez #3,CDM,2010,88,84,83,82,81,97,Napoli
Alfredo Di Stéfano #3,CDM,2014,82,75,76,64,79,79,Napoli
Álvaro González #3,CM,2010,85,80,69,74,81,81,Juventus
Nemanja Vidic #3,ST,2014,86,89,87,47,81,79,Paris SG
Mark Lawrenson #3,GK,2014,74,42,34,96,83,95,Napoli
Sérgio Ramos #3,CDM,2014,79,77,71,83,93,82,Bayern Munich
Henrique Neguinho #3,CAM,2014,85,77,80,81,95,92,Manchester United
Andres Iniesta #3,CB,2006,76,68,66,95,77,85,Chelsea
Eric Cantona #3,ST,2006,86,85,91,29,79,89,Inter Milan
Joel Alarcon #3,ST,2010,84,77,86,55,87,82,Real Madrid
Carlos Valderrama #3,LW,2014,94,80,89,49,81,78,Barcelona
Miguel Borja #3,LW,2018,93,84,97,39,77,93,Inter Milan
Salif Keita #3,CM,2010,81,83,81,74,93,93,Arsenal
Ronaldinho Gaucho #3,LB,2018,79,75,66,91,76,95,Bayern Munich
Matías Fernández #3,ST,2018,88,94,93,34,87,93,Arsenal
Bastian Schweinsteiger #3,CDM,2018,86,79,70,81,80,80,Juventus
George Best #3,LB,2018,86,71,57,98,75,97,Real Madrid
Mark van Bommel #3,CAM,2010,80,79,72,70,89,92,Chelsea
Jan Krejčí #3,CAM,2006,81,87,66,85,80,83,Napoli
Gianlluigi Buffon #3,ST,2006,96,93,93,52,75,80,Bayern Munich
Djibril Cissé #3,CM,2010,88,79,87,77,78,97,Chelsea
Maicon #3,CAM,2006,86,90,72,84,79,93,Paris SG
Dejan Stankovic #3,CB,2014,87,79,66,86,79,85,Bayern Munich
Jorge Carrascal #3,ST,2018,86,83,94,58,86,85,Arsenal
Angel Di Maria #3,RB,2010,85,64,69,86,88,86,Paris SG
Rui Costa #3,LW,2018,82,75,82,29,82,96,Inter Milan
Hernán Crespo #3,LW,2014,96,79,97,26,88,91,Napoli
Yacine Brahimi #3,CDM,2014,83,73,82,74,82,85,Real Madrid
Bentaleb Nacho #3,RB,2014,83,79,59,93,86,96,Inter Milan
Karel Poborský #3,CM,2014,91,72,75,77,87,79,Chelsea
Gueule de Bois #3,LB,2006,77,61,64,85,95,96,Barcelona
Xavi Hernandez #3,CM,2014,80,83,69,75,86,90,Bayern Munich
Giorgio Chiellini #3,ST,2006,84,91,94,26,96,89,Manchester United
Luka Modric #3,CB,2014,81,61,64,90,86,88,Manchester United
Adriano Correia #3,ST,2006,94,75,96,54,78,89,Chelsea
Johan Cruyff #3,CM,2014,82,70,73,77,82,89,AC Milan
George Weah #3,RB,2014,82,77,70,87,95,87,AC Milan
Ruben Riquelme #3,CDM,2006,90,81,74,62,91,94,AC Milan
Diogo Jota #3,CAM,2006,94,83,71,63,78,83,Paris SG
Shunsuke Nakamura #3,CAM,2014,94,81,82,71,90,96,Manchester United
Alex Valdivia #3,RB,2022,76,63,64,87,82,85,Real Madrid
Christoph Kramer #3,CDM,2014,81,88,86,65,81,91,Juventus
Dimitri Payet #3,CAM,2022,88,80,75,63,85,98,Napoli
Stan Collymore #3,RB,2018,90,74,54,96,85,84,Barcelona
Isco Alarcon #3,CAM,2014,79,87,76,85,95,93,AC Milan
Ngolo Kante #3,CAM,2022,92,73,80,84,86,84,Juventus
Hennes Weisweiler #3,ST,2014,87,94,97,33,84,97,Arsenal
Abdessalem Ayouni #3,ST,2006,87,82,87,48,84,89,Bayern Munich
Ederson #3,LW,2022,85,95,82,28,86,91,AC Milan
Mario Mandic #3,CB,2010,76,79,66,89,84,82,Juventus
Paul Ince #3,CM,2010,94,72,75,75,86,87,Juventus
Granit Xhaka #3,ST,2018,88,87,84,55,98,80,Chelsea
Lucas Paquetá #3,CAM,2018,82,86,84,85,87,79,Manchester United
David de Gea #3,CDM,2018,79,90,77,81,96,81,Napoli
Thibault Courtois #3,LW,2018,90,80,84,28,81,79,Liverpool
Teófilo Cubillas #3,LB,2018,78,67,65,95,95,87,Inter Milan
Juan Roman Riquelme #3,RB,2010,76,68,45,88,97,88,Real Madrid
Carlos Puyol #3,CM,2014,78,84,69,83,84,83,Inter Milan
Mohamed Aboutrika #3,CDM,2022,92,80,65,67,97,96,Barcelona
John Toshack #3,CAM,2018,80,73,83,70,93,92,AC Milan
Elías Figueroa #3,CDM,2014,78,78,86,66,96,88,Real Madrid
Wilfried Bony #3,ST,2022,86,84,88,50,92,94,Arsenal
Éder Militão #3,CB,2018,78,80,70,85,81,88,Manchester United
Hatem Ben Arfa #3,CDM,2022,79,78,69,77,96,96,Real Madrid
Michu #3,ST,2014,94,92,94,51,83,91,Real Madrid
Francesco Totti #3,LW,2022,90,77,85,43,93,96,Real Madrid
Fernando Torres #3,LB,2022,82,71,60,91,87,80,Liverpool
Mason Mount #3,LB,2014,88,80,48,95,88,88,Chelsea
Villasanti Diego #3,ST,2010,82,76,84,58,98,97,Inter Milan
Edwin van der Sar #3,GK,2014,74,49,20,98,85,97,Chelsea
Nélson Semedo #3,LW,2018,84,89,95,53,87,92,Barcelona
Samuel Umtiti #3,GK,2006,78,41,22,89,86,95,Manchester United
Aurélien Tchouaméni #3,LW,2018,87,81,83,44,93,89,Barcelona
Virgil van Dijk #3,LW,2014,87,89,90,57,79,84,Barcelona
Abelardo Fernandez #3,ST,2006,93,88,98,29,83,80,Inter Milan
Liliam Thuram #3,ST,2022,90,80,91,36,87,86,Liverpool
Berti Vogts #3,CM,2010,88,90,84,74,93,96,Paris SG
Sergio Busquets #3,CDM,2014,85,90,79,62,92,92,Juventus
Alphonse Areola #3,ST,2014,84,75,98,47,77,94,AC Milan
Ernst Happel #3,CB,2018,77,68,54,92,88,93,Arsenal
Vieira Patrick #3,CB,2006,84,79,70,86,97,90,Paris SG
Ilkay Gundogan #3,LW,2022,88,91,85,56,93,82,Napoli
Stam Jaap #3,CB,2010,88,71,53,96,95,80,Chelsea
Joao Mario #3,CM,2022,92,84,79,72,81,95,AC Milan
Ley Yashin #3,CDM,2022,81,92,79,80,79,88,Arsenal
Juan Pablo Sorin #3,LW,2018,87,81,82,52,76,92,Liverpool
Bobby Moore #3,RB,2014,84,73,60,90,92,89,Juventus
Juan Cuadrado #3,LW,2018,84,80,90,31,85,91,Liverpool
Giorgian Meladze #3,LW,2010,87,79,88,59,86,95,Inter Milan
Ryan Giggs #3,GK,2006,74,45,37,99,75,79,Juventus
João Moutinho #3,CB,2022,75,62,63,85,79,92,Chelsea
James Milner #3,LB,2014,86,77,67,88,84,95,Chelsea
Luis Enrique #3,LW,2014,91,94,92,55,91,83,Paris SG
Simão Sabrosa #3,CDM,2018,84,83,68,67,79,78,Real Madrid
Serhiy Rebrov #3,LW,2010,84,79,89,59,94,86,Juventus
Alan Dzagoev #3,CDM,2010,91,92,88,61,85,82,Arsenal
Kazuyoshi Miura #3,LW,2018,84,77,84,54,81,86,Liverpool
Naohiro Takahara #3,RB,2022,84,61,64,91,78,78,AC Milan
Jerome Boateng #3,GK,2006,71,36,21,99,95,81,Chelsea
Holger Badstuber #3,ST,2006,86,92,87,34,75,97,AC Milan
Robert Pires #3,LW,2010,83,81,91,59,87,93,Paris SG
Pelé #3,CB,2022,81,77,49,97,82,84,AC Milan
Cesar Azpilicueta #3,CM,2022,81,83,71,65,79,87,Liverpool
Nani #3,RB,2022,90,73,50,89,85,95,Juventus
Leon Goretzka #3,LW,2014,90,91,90,58,91,90,Barcelona
Patrick Vieira #3,CB,2022,76,72,61,99,93,79,Liverpool
Dedryck Boyata #3,ST,2014,82,80,90,49,90,84,AC Milan
Martin Benitez #3,RB,2018,75,64,63,88,91,92,Chelsea
Riyad Mahrez #3,LB,2022,83,70,61,85,82,95,Arsenal
Raphael Varane #3,RB,2006,76,76,54,90,88,79,Barcelona
N'Golo Kanté #3,LW,2006,94,91,89,25,96,95,AC Milan
Mark González #3,CM,2022,91,87,85,77,88,87,Real Madrid
Maarten Stekelenburg #3,LW,2018,85,95,97,51,89,78,Barcelona
John Terry #3,CM,2022,90,73,70,84,92,81,Liverpool
Fabinho #3,CDM,2018,90,91,84,78,96,96,AC Milan
Vinicius Jr #3,CDM,2014,87,82,85,69,91,95,Manchester United
Antonio Rudiger #3,GK,2022,80,55,45,98,82,97,Barcelona
Igor Akinfeev #3,CB,2014,80,79,68,89,97,81,Juventus
Essam El-Hadary #3,CB,2006,89,79,69,96,84,85,Real Madrid
Ezequiel Lavezzi #3,LB,2006,86,73,54,85,76,85,Liverpool
Cesc Fàbregas #3,CAM,2018,84,87,70,77,88,93,Juventus
Andy Cole #3,CM,2006,87,76,85,72,78,95,Manchester United
Julián Montes #3,CM,2022,86,81,86,65,84,88,Manchester United
Gilberto Silva #3,CAM,2006,81,76,69,71,97,97,Barcelona
Branislav Ivanovic #3,CDM,2014,86,88,86,78,88,92,Real Madrid
Benjamin Pavard #3,ST,2010,83,91,97,55,98,79,Liverpool
Roman Shirokov #3,CM,2018,89,72,81,62,82,87,Barcelona
Kleberson #3,LW,2014,83,91,84,50,89,78,Barcelona
Nicolas Anelka #3,GK,2014,70,41,22,93,88,82,Manchester United
Lucio #3,CM,2010,92,85,73,70,98,83,Manchester United
Boban Marjanovic #3,RB,2014,76,60,49,94,78,78,Chelsea
Nico Williams #3,RB,2010,81,80,65,90,86,86,Napoli
Joan Capdevila #3,GK,2014,81,52,34,97,98,87,Napoli
Néstor Clausen #3,CAM,2010,91,88,71,69,95,89,Paris SG
Héctor Enrique #3,ST,2010,86,94,93,33,91,91,Manchester United
Anatolii Kanischev #3,GK,2018,73,55,20,93,76,79,Inter Milan
Robbie Keane #3,LW,2010,93,87,86,45,81,83,Barcelona
Mark Hughes #3,CDM,2006,80,85,87,72,87,79,Real Madrid
Garrincha #3,ST,2010,87,94,82,43,82,82,Real Madrid
Lisandro Martínez #3,ST,2022,88,89,91,39,91,91,Inter Milan
Michel Platini #3,CM,2018,83,78,76,74,93,84,Barcelona
David Luiz #3,CDM,2022,87,80,69,84,87,94,Inter Milan
Gavi #3,RB,2006,78,61,62,89,87,95,Juventus
Alexis Mac Allister #3,LB,2014,79,62,59,90,92,89,Paris SG
Trevor Brooking #3,CB,2014,87,79,45,88,92,94,Barcelona
Sergio Ramos #3,LW,2018,86,94,84,37,91,96,Juventus
Alvaro Morata #3,CDM,2022,90,87,84,78,77,89,Barcelona
Yuri Zhirkov #3,CM,2018,92,82,65,74,94,96,Manchester United
Wim Kieft #3,CAM,2014,89,92,66,76,80,95,Bayern Munich
Ruben Dias #3,CM,2006,79,76,81,77,76,89,Chelsea
Lucas Paqueta #3,LB,2022,82,73,58,87,77,95,Manchester United
Robinho #3,LB,2006,88,68,46,97,94,79,Manchester United
Ilkay Gündogan #3,ST,2018,90,89,86,33,94,87,Arsenal
